subject,file,window_idx,start_sample,gesture_label,tier,score,laws_passed,laws_failed,verdict,recommendation,wavelet_signal_type,wavelet_cv,wavelet_entropy,synthetic_flag,n_issues,issues
s1,S1_E1_A1.mat,46,23000,3,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.811,0.916,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s1,S1_E1_A1.mat,47,23500,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.477,0.909,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s1,S1_E1_A1.mat,48,24000,3,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.769,0.923,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s1,S1_E1_A1.mat,49,24500,3,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.173,0.925,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s1,S1_E2_A1.mat,0,0,0,SILVER,63,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,1.14,0.844,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s1,S1_E2_A1.mat,1,500,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.462,0.911,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s1,S1_E2_A1.mat,2,1000,0,SILVER,70,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.572,0.918,False,3,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s1,S1_E2_A1.mat,3,1500,1,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.913,0.905,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s1,S1_E2_A1.mat,4,2000,1,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.339,0.91,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s1,S1_E2_A1.mat,5,2500,1,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.403,0.915,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s1,S1_E2_A1.mat,6,3000,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.275,0.909,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s1,S1_E2_A1.mat,7,3500,1,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.435,0.85,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s1,S1_E2_A1.mat,8,4000,1,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.477,0.912,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s1,S1_E2_A1.mat,9,4500,0,SILVER,66,inter_window_continuity|resonance_frequency|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.423,0.915,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
s1,S1_E2_A1.mat,10,5000,0,SILVER,55,inter_window_continuity|rigid_body_kinematics|jerk_bounds|imu_internal_consistency,resonance_frequency,SILVER — Good data quality. Minor physics anomalies present.,Data is usable. Consider applying a low-pass filter at 12Hz to improve quality.,biological,0.645,0.902,False,4,Inter-window Continuity (temporal fabric): Timestamp regression or impossible acceleration jump detected. | Segment Resonance (physiological tremor): Signal frequency outside physiological tremor band. | Rigid Body Kinematics (accel-gyro coupling): Accel and gyro signals are decoupled — not from same rigid body. | IMU Internal Consistency (accel-gyro variance): Accel and gyro appear to be from independent signal generators.
